timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1744890650913,0,POST Return Car,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 39: http://localhost:8080/cars/return/ABC-${returnRegNum}1038,Scenario 3 - Return Cars 3-20,text,false,,1193,0,1,1,http://localhost:8080/cars/return/ABC-${returnRegNum}1038,0,0,0
1744890650914,0,POST Return Car,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 43: http://localhost:8080/cars/return/ABC-ABC-${returnRegNum}1103938,Scenario 3 - Return Cars 3-20,text,false,,1200,0,1,1,http://localhost:8080/cars/return/ABC-ABC-${returnRegNum}1103938,0,0,0
1744890651014,0,POST Return Car,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 39: http://localhost:8080/cars/return/ABC-${returnRegNum}1040,Scenario 3 - Return Cars 3-21,text,false,,1193,0,1,1,http://localhost:8080/cars/return/ABC-${returnRegNum}1040,0,0,0
1744890651014,0,POST Return Car,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 43: http://localhost:8080/cars/return/ABC-ABC-${returnRegNum}110414,Scenario 3 - Return Cars 3-21,text,false,,1199,0,1,1,http://localhost:8080/cars/return/ABC-ABC-${returnRegNum}110414,0,0,0
1744890651114,0,POST Return Car,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 39: http://localhost:8080/cars/return/ABC-${returnRegNum}1042,Scenario 3 - Return Cars 3-22,text,false,,1193,0,1,1,http://localhost:8080/cars/return/ABC-${returnRegNum}1042,0,0,0
1744890651114,0,POST Return Car,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 43: http://localhost:8080/cars/return/ABC-ABC-${returnRegNum}1104342,Scenario 3 - Return Cars 3-22,text,false,,1200,0,1,1,http://localhost:8080/cars/return/ABC-ABC-${returnRegNum}1104342,0,0,0
1744890651212,0,POST Return Car,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 39: http://localhost:8080/cars/return/ABC-${returnRegNum}1044,Scenario 3 - Return Cars 3-23,text,false,,1193,0,1,1,http://localhost:8080/cars/return/ABC-${returnRegNum}1044,0,0,0
1744890651213,0,POST Return Car,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 43: http://localhost:8080/cars/return/ABC-ABC-${returnRegNum}1104544,Scenario 3 - Return Cars 3-23,text,false,,1200,0,1,1,http://localhost:8080/cars/return/ABC-ABC-${returnRegNum}1104544,0,0,0
1744890651310,0,POST Return Car,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 39: http://localhost:8080/cars/return/ABC-${returnRegNum}1046,Scenario 3 - Return Cars 3-24,text,false,,1193,0,1,1,http://localhost:8080/cars/return/ABC-${returnRegNum}1046,0,0,0
1744890651311,0,POST Return Car,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 43: http://localhost:8080/cars/return/ABC-ABC-${returnRegNum}1104746,Scenario 3 - Return Cars 3-24,text,false,,1200,0,1,1,http://localhost:8080/cars/return/ABC-ABC-${returnRegNum}1104746,0,0,0
